RowID,Survey Method,Survey Type,Reporting Date,Reporting Year,City,Age,Age Group,Gender,Race,Ethnicity,Hispanic,Veteran Status,Chronic,Latitude,Longitude,Geolocation
6865,Observation Tool,App,01/27/2020,2020,Mesa,25-54,25+,male,DK/REF,Yes,DK/REF,,,33.40205048,-111.84907839,POINT (-111.84907839 33.40205048)
6129,Observation Tool,App,01/27/2020,2020,Phoenix,55-61,25+,male,White,DK/REF,White,,,33.453799289,-112.074192248,POINT (-112.074192248 33.453799289)
6656,Observation Tool,App,01/27/2020,2020,Phoenix,55-61,25+,female,Black or African American,No,Black or African American,,,33.4608145,-112.07364094,POINT (-112.07364094 33.4608145)
5487,Interview,App,01/27/2020,2020,Tempe,18-24,18-24,male,DK/REF,No,DK/REF,No,true,33.421704159,-111.935990136,POINT (-111.935990136 33.421704159)
5804,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.446460822,-112.088019076,POINT (-112.088019076 33.446460822)
6526,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,Yes,White,,,33.480685899,-112.010976088,POINT (-112.010976088 33.480685899)
6377,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,Yes,White,,,33.45150703,-112.04750839,POINT (-112.04750839 33.45150703)
5408,Interview,App,01/27/2020,2020,Tempe,18-24,18-24,male,White,No,White,No,true,33.430246008,-111.941108108,POINT (-111.941108108 33.430246008)
6966,Observation Tool,App,01/27/2020,2020,Tempe,55-61,25+,male,White,No,White,,,33.42177299,-111.936020833,POINT (-111.936020833 33.42177299)
6794,Observation Tool,App,01/27/2020,2020,Tempe,55-61,25+,male,White,Yes,White,,,33.411101997,-111.929085347,POINT (-111.929085347 33.411101997)
6028,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,Black or African American,No,Black or African American,,,33.44841979,-112.01325668,POINT (-112.01325668 33.44841979)
6754,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,Black or African American,No,Black or African American,,,33.538436615,-112.135997582,POINT (-112.135997582 33.538436615)
6945,Observation Tool,App,01/27/2020,2020,Tempe,25-54,25+,male,White,No,White,,,33.421883589,-111.936088104,POINT (-111.936088104 33.421883589)
6762,Observation Tool,App,01/27/2020,2020,Mesa,DK/REF,25+,DK/REF,White,DK/REF,White,,,33.391791859,-111.632053752,POINT (-111.632053752 33.391791859)
4977,Interview,App,01/27/2020,2020,Phoenix,55-61,25+,male,White,No,White,No,true,33.448467202,-112.076187243,POINT (-112.076187243 33.448467202)
5112,Interview,App,01/27/2020,2020,Tempe,25-54,25+,male,American Indian or Alaska Native,No,American Indian or Alaska Native,Yes,,33.423812455,-111.940035643,POINT (-111.940035643 33.423812455)
6809,Observation Tool,App,01/27/2020,2020,Mesa,25-54,25+,male,White,No,White,,,33.42747011,-111.87469516,POINT (-111.87469516 33.42747011)
5571,Interview,App,01/27/2020,2020,Guadalupe,18-24,18-24,female,White,Yes,White,No,,33.361789292,-111.962499013,POINT (-111.962499013 33.361789292)
5991,Observation Tool,App,01/27/2020,2020,Tempe,25-54,25+,male,Native Hawaiian or Other Pacific Islander,No,Native Hawaiian or Other Pacific Islander,,,33.421746466,-111.935987029,POINT (-111.935987029 33.421746466)
6225,Observation Tool,App,01/27/2020,2020,Mesa,25-54,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.410959938,-111.848440385,POINT (-111.848440385 33.410959938)
5001,Interview,App,01/27/2020,2020,Mesa,55-61,25+,male,White,No,White,No,,33.407648876,-111.833399059,POINT (-111.833399059 33.407648876)
5224,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,female,White,No,White,No,true,33.553421667,-112.104898333,POINT (-112.104898333 33.553421667)
5046,Interview,App,01/27/2020,2020,Chandler,25-54,25+,male,White,No,White,No,,33.326027129,-111.837082566,POINT (-111.837082566 33.326027129)
4905,Interview,App,01/27/2020,2020,Phoenix,55-61,25+,male,DK/REF,Yes,DK/REF,No,true,33.44876484,-112.0472474,POINT (-112.0472474 33.44876484)
6999,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,,,33.531334084,-112.122966992,POINT (-112.122966992 33.531334084)
4821,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,Native Hawaiian or Other Pacific Islander,No,Native Hawaiian or Other Pacific Islander,No,true,33.567573885,-112.073764801,POINT (-112.073764801 33.567573885)
6813,Observation Tool,App,01/27/2020,2020,Mesa,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.376434115,-111.68486681,POINT (-111.68486681 33.376434115)
5336,Interview,App,01/27/2020,2020,Tempe,25-54,25+,male,American Indian or Alaska Native,No,American Indian or Alaska Native,No,,33.436758094,-111.94016682,POINT (-111.94016682 33.436758094)
6001,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,DK/REF,DK/REF,DK/REF,,,33.46271425,-112.12403245,POINT (-112.12403245 33.46271425)
6112,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.56817874,-112.13082,POINT (-112.13082 33.56817874)
4772,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,Yes,true,33.445907706,-112.088200516,POINT (-112.088200516 33.445907706)
5688,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.446415215,-112.088202852,POINT (-112.088202852 33.446415215)
6108,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,18-24,DK/REF,DK/REF,DK/REF,DK/REF,,,33.423839277,-112.07278328,POINT (-112.07278328 33.423839277)
6958,Observation Tool,App,01/27/2020,2020,Scottsdale,25-54,25+,male,DK/REF,DK/REF,DK/REF,,,33.495612592,-111.904777754,POINT (-111.904777754 33.495612592)
6716,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,female,White,No,White,,,33.553498333,-112.108393333,POINT (-112.108393333 33.553498333)
6553,Observation Tool,App,01/27/2020,2020,Tempe,25-54,25+,male,White,No,White,,,33.421756645,-111.960846721,POINT (-111.960846721 33.421756645)
6428,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,DK/REF,DK/REF,DK/REF,,,33.479005197,-112.01277743,POINT (-112.01277743 33.479005197)
4834,Interview,App,01/27/2020,2020,Chandler,25-54,25+,male,White,Yes,White,Yes,true,33.276106362,-111.842482094,POINT (-111.842482094 33.276106362)
5008,Interview,App,01/27/2020,2020,Mesa,25-54,25+,male,Black or African American,No,Black or African American,No,true,33.40739163,-111.83353919,POINT (-111.83353919 33.40739163)
5180,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,No,,33.57568143,-112.12431768,POINT (-112.12431768 33.57568143)
6382,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,DK/REF,DK/REF,DK/REF,,,33.45156982,-112.04125843,POINT (-112.04125843 33.45156982)
5974,Observation Tool,App,01/27/2020,2020,Mesa,55-61,25+,male,Black or African American,No,Black or African American,,,33.407740393,-111.833635524,POINT (-111.833635524 33.407740393)
5713,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,DK/REF,DK/REF,DK/REF,,,33.446504721,-112.08821844,POINT (-112.08821844 33.446504721)
4922,Interview,App,01/27/2020,2020,Phoenix,55-61,25+,female,White,No,White,No,,33.595954258,-112.111858519,POINT (-112.111858519 33.595954258)
4718,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,Black or African American,No,Black or African American,No,,33.44583381,-112.088182999,POINT (-112.088182999 33.44583381)
5971,Observation Tool,App,01/27/2020,2020,Phoenix,18-24,18-24,female,White,No,White,,,33.536135196,-112.143899286,POINT (-112.143899286 33.536135196)
5378,Interview,App,01/27/2020,2020,Tempe,55-61,25+,female,White,No,White,No,true,33.391210539,-111.939229807,POINT (-111.939229807 33.391210539)
4873,Interview,App,01/27/2020,2020,Mesa,25-54,25+,male,White,No,White,No,,33.389168934,-111.840396503,POINT (-111.840396503 33.389168934)
4833,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,Yes,true,33.444579259,-112.078934513,POINT (-112.078934513 33.444579259)
4816,Interview,App,01/27/2020,2020,Tempe,25-54,25+,male,White,Yes,White,No,,33.394726706,-111.941146078,POINT (-111.941146078 33.394726706)
5687,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.445956269,-112.088407232,POINT (-112.088407232 33.445956269)
7004,Interview,Paper,01/27/2020,2020,Phoenix,0-17,0-17,male,Black or African American,No,Black or African American,,,33.436705,-112.103984,POINT (-112.103984 33.436705)
4850,Interview,App,01/27/2020,2020,Mesa,25-54,25+,male,White,No,White,No,true,33.41687609,-111.82053038,POINT (-111.82053038 33.41687609)
5170,Interview,App,01/27/2020,2020,Tempe,25-54,25+,female,Black or African American,No,Black or African American,No,true,33.380090562,-111.969648739,POINT (-111.969648739 33.380090562)
7025,Interview,Paper,01/27/2020,2020,Phoenix,0-17,0-17,male,Black or African American,No,Black or African American,,,33.495169,-112.173469,POINT (-112.173469 33.495169)
5878,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.445150977,-112.084653096,POINT (-112.084653096 33.445150977)
4831,Interview,App,01/27/2020,2020,Mesa,25-54,25+,male,White,No,White,No,true,33.43469063,-111.87003591,POINT (-111.87003591 33.43469063)
4906,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,No,true,33.5769412,-112.1073262,POINT (-112.1073262 33.5769412)
6715,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,Black or African American,No,Black or African American,,,33.553498333,-112.108393333,POINT (-112.108393333 33.553498333)
5783,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.445308725,-112.08691584,POINT (-112.08691584 33.445308725)
6678,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,female,White,No,White,,,33.64836638,-112.08250787,POINT (-112.08250787 33.64836638)
5315,Interview,App,01/27/2020,2020,Tempe,55-61,25+,male,Black or African American,No,Black or African American,No,true,33.421900399,-111.935970555,POINT (-111.935970555 33.421900399)
6252,Observation Tool,App,01/27/2020,2020,Phoenix,55-61,25+,male,Black or African American,No,Black or African American,,,33.5767211,-112.1075127,POINT (-112.1075127 33.5767211)
5604,Observation Tool,App,01/27/2020,2020,Phoenix,55-61,25+,male,Black or African American,No,Black or African American,,,33.446018589,-112.088056533,POINT (-112.088056533 33.446018589)
4876,Interview,App,01/27/2020,2020,Phoenix,62+,25+,male,White,No,White,No,,33.44557298,-112.08821913,POINT (-112.08821913 33.44557298)
5169,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,female,White,No,White,No,true,33.477567196,-112.031749841,POINT (-112.031749841 33.477567196)
6863,Observation Tool,App,01/27/2020,2020,Gilbert,25-54,25+,male,White,No,White,,,33.306594179,-111.741961967,POINT (-111.741961967 33.306594179)
5393,Interview,App,01/27/2020,2020,Tempe,55-61,25+,male,American Indian or Alaska Native,No,American Indian or Alaska Native,No,,33.421885,-111.935928333,POINT (-111.935928333 33.421885)
6771,Observation Tool,App,01/27/2020,2020,Mesa,55-61,25+,male,White,No,White,,,33.415734622,-111.633163008,POINT (-111.633163008 33.415734622)
7028,Interview,Paper,01/27/2020,2020,Phoenix,25-54,25+,male,Black or African American,No,Black or African American,No,,33.58234,-112.094812,POINT (-112.094812 33.58234)
5362,Interview,App,01/27/2020,2020,Tempe,25-54,25+,male,Black or African American,No,Black or African American,No,true,33.378164191,-111.945927702,POINT (-111.945927702 33.378164191)
5529,Interview,App,01/27/2020,2020,Scottsdale,25-54,25+,male,White,No,White,Yes,,33.488774258,-111.908777682,POINT (-111.908777682 33.488774258)
6492,Observation Tool,App,01/27/2020,2020,Mesa,25-54,25+,DK/REF,White,DK/REF,White,,,33.43533992,-111.86207721,POINT (-111.86207721 33.43533992)
6160,Observation Tool,App,01/27/2020,2020,Mesa,25-54,25+,male,White,No,White,,,33.423131341,-111.734784041,POINT (-111.734784041 33.423131341)
6901,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,female,DK/REF,No,DK/REF,,,33.589403006,-112.112029364,POINT (-112.112029364 33.589403006)
5776,Observation Tool,App,01/27/2020,2020,Phoenix,55-61,25+,male,White,DK/REF,White,,,33.446738692,-112.088179805,POINT (-112.088179805 33.446738692)
5249,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,DK/REF,No,DK/REF,No,true,33.564094187,-112.10864696,POINT (-112.10864696 33.564094187)
6440,Observation Tool,App,01/27/2020,2020,Tempe,25-54,25+,female,White,Yes,White,,,33.43557806,-111.89942978,POINT (-111.89942978 33.43557806)
6317,Observation Tool,App,01/27/2020,2020,Phoenix,62+,25+,female,American Indian or Alaska Native,No,American Indian or Alaska Native,,,33.569902112,-112.08539201,POINT (-112.08539201 33.569902112)
7034,Interview,Paper,01/27/2020,2020,Phoenix,0-17,0-17,female,Multiple Races,No,Multiple Races,,,33.399444,-112.029671,POINT (-112.029671 33.399444)
6332,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,Yes,White,,,33.448341969,-112.076086253,POINT (-112.076086253 33.448341969)
4840,Interview,App,01/27/2020,2020,Chandler,62+,25+,male,White,Yes,White,No,,33.28708505,-111.8361075,POINT (-111.8361075 33.28708505)
5856,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.44502916,-112.086282987,POINT (-112.086282987 33.44502916)
4832,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,female,White,No,White,No,,33.451558524,-112.074327814,POINT (-112.074327814 33.451558524)
5737,Observation Tool,App,01/27/2020,2020,Phoenix,55-61,25+,male,White,DK/REF,White,,,33.446497248,-112.088215034,POINT (-112.088215034 33.446497248)
6136,Observation Tool,App,01/27/2020,2020,Tempe,62+,25+,male,White,Yes,White,,,33.391398857,-111.928087069,POINT (-111.928087069 33.391398857)
5189,Interview,App,01/27/2020,2020,Scottsdale,55-61,25+,male,American Indian or Alaska Native,No,American Indian or Alaska Native,No,true,33.578401978,-111.88366684,POINT (-111.88366684 33.578401978)
5098,Interview,App,01/27/2020,2020,Phoenix,55-61,25+,male,Black or African American,No,Black or African American,No,true,33.46189167,-112.07085525,POINT (-112.07085525 33.46189167)
6574,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,Black or African American,No,Black or African American,,,33.5680595,-112.1139002,POINT (-112.1139002 33.5680595)
6560,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,female,White,No,White,,,33.65512422,-112.13339309,POINT (-112.13339309 33.65512422)
6223,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,female,White,No,White,,,33.426439152,-112.078765317,POINT (-112.078765317 33.426439152)
5833,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,male,DK/REF,DK/REF,DK/REF,,,33.446710674,-112.088067326,POINT (-112.088067326 33.446710674)
5022,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,American Indian or Alaska Native,No,American Indian or Alaska Native,No,true,33.451682618,-112.093002275,POINT (-112.093002275 33.451682618)
5515,Interview,App,01/27/2020,2020,Scottsdale,62+,25+,male,White,No,White,No,true,33.576936079,-111.885949485,POINT (-111.885949485 33.576936079)
5331,Interview,App,01/27/2020,2020,Mesa,55-61,25+,male,Black or African American,No,Black or African American,No,true,33.390845192,-111.685279195,POINT (-111.685279195 33.390845192)
6507,Observation Tool,App,01/27/2020,2020,Mesa,25-54,25+,male,DK/REF,DK/REF,DK/REF,,,33.44980404,-111.84100324,POINT (-111.84100324 33.44980404)
6363,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,American Indian or Alaska Native,DK/REF,American Indian or Alaska Native,,,33.57339905,-112.06268713,POINT (-112.06268713 33.57339905)
6683,Observation Tool,App,01/27/2020,2020,Mesa,25-54,25+,male,White,No,White,,,33.39945336,-111.83487039,POINT (-111.83487039 33.39945336)
6743,Observation Tool,App,01/27/2020,2020,Mesa,25-54,25+,male,White,No,White,,,33.41557563,-111.78806588,POINT (-111.78806588 33.41557563)
4961,Interview,App,01/27/2020,2020,Tempe,25-54,25+,female,DK/REF,Yes,DK/REF,No,true,33.43758897,-111.94241073,POINT (-111.94241073 33.43758897)
5366,Interview,App,01/27/2020,2020,Gilbert,55-61,25+,male,White,No,White,No,,33.306767475,-111.738018701,POINT (-111.738018701 33.306767475)
5954,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.46571516,-112.06916178,POINT (-112.06916178 33.46571516)
5703,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,,,33.445930579,-112.088471437,POINT (-112.088471437 33.445930579)
5720,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.445931207,-112.088975944,POINT (-112.088975944 33.445931207)
6872,Observation Tool,App,01/27/2020,2020,Tempe,25-54,25+,male,Black or African American,DK/REF,Black or African American,,,33.421835,-111.936091667,POINT (-111.936091667 33.421835)
6557,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,Black or African American,DK/REF,Black or African American,,,33.48020394,-111.99401095,POINT (-111.99401095 33.48020394)
6175,Observation Tool,App,01/27/2020,2020,Phoenix,55-61,25+,male,White,Yes,White,,,33.571630879,-112.059698878,POINT (-112.059698878 33.571630879)
6066,Observation Tool,App,01/27/2020,2020,Mesa,DK/REF,25+,female,DK/REF,DK/REF,DK/REF,,,33.40769618,-111.83361541,POINT (-111.83361541 33.40769618)
5290,Interview,App,01/27/2020,2020,Mesa,55-61,25+,female,White,Yes,White,No,true,33.407589099,-111.833624616,POINT (-111.833624616 33.407589099)
7013,Interview,Paper,01/27/2020,2020,Phoenix,0-17,0-17,male,White,Yes,White,,,33.45854,-112.034394,POINT (-112.034394 33.45854)
6007,Observation Tool,App,01/27/2020,2020,Phoenix,55-61,25+,male,White,No,White,,,33.44920605,-112.07278506,POINT (-112.07278506 33.44920605)
6385,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,Black or African American,No,Black or African American,,,33.45131761,-112.04119483,POINT (-112.04119483 33.45131761)
5744,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.446607174,-112.088200328,POINT (-112.088200328 33.446607174)
7094,Observation Tool,Paper,01/27/2020,2020,Phoenix,25-54,25+,female,Black or African American,No,Black or African American,,,33.47699,-112.11206,POINT (-112.11206 33.47699)
5898,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.44534258,-112.08474951,POINT (-112.08474951 33.44534258)
6558,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,Black or African American,DK/REF,Black or African American,,,33.47288519,-112.00068,POINT (-112.00068 33.47288519)
4796,Interview,App,01/27/2020,2020,Phoenix,55-61,25+,male,White,No,White,No,true,33.451086832,-112.082201615,POINT (-112.082201615 33.451086832)
5792,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.445243975,-112.086878205,POINT (-112.086878205 33.445243975)
6871,Observation Tool,App,01/27/2020,2020,Tempe,25-54,25+,male,White,No,White,,,33.42181,-111.935973333,POINT (-111.935973333 33.42181)
7045,Interview,Paper,01/27/2020,2020,Phoenix,18-24,18-24,female,White,No,White,No,true,33.495153,-112.169217,POINT (-112.169217 33.495153)
5757,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.445710368,-112.086926963,POINT (-112.086926963 33.445710368)
6237,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.461380103,-112.095491281,POINT (-112.095491281 33.461380103)
7029,Interview,Paper,01/27/2020,2020,Phoenix,0-17,0-17,female,Black or African American,No,Black or African American,No,,33.58234,-112.094812,POINT (-112.094812 33.58234)
6169,Observation Tool,App,01/27/2020,2020,Phoenix,55-61,25+,female,White,No,White,,,33.570476272,-112.065483146,POINT (-112.065483146 33.570476272)
5948,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.4510297,-112.084703507,POINT (-112.084703507 33.4510297)
5643,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,DK/REF,DK/REF,DK/REF,,,33.44581852,-112.08817498,POINT (-112.08817498 33.44581852)
6535,Observation Tool,App,01/27/2020,2020,Mesa,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.43646933,-111.88594341,POINT (-111.88594341 33.43646933)
4783,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,female,American Indian or Alaska Native,Yes,American Indian or Alaska Native,No,true,33.446777057,-111.966252535,POINT (-111.966252535 33.446777057)
5859,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.446938283,-112.086915551,POINT (-112.086915551 33.446938283)
5735,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.445587927,-112.087060344,POINT (-112.087060344 33.445587927)
5089,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,Multiple Races,No,Multiple Races,No,,33.56814229,-112.1192711,POINT (-112.1192711 33.56814229)
5920,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,DK/REF,DK/REF,DK/REF,,,33.57398488,-112.09948453,POINT (-112.09948453 33.57398488)
5672,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.445825607,-112.08719631,POINT (-112.08719631 33.445825607)
6379,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.46042722,-112.03026003,POINT (-112.03026003 33.46042722)
5552,Interview,App,01/27/2020,2020,Guadalupe,25-54,25+,female,American Indian or Alaska Native,Yes,American Indian or Alaska Native,Yes,,33.361787892,-111.962532796,POINT (-111.962532796 33.361787892)
5013,Interview,App,01/27/2020,2020,Gilbert,25-54,25+,male,White,No,White,No,,33.365068431,-111.841075122,POINT (-111.841075122 33.365068431)
5104,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,female,American Indian or Alaska Native,Yes,American Indian or Alaska Native,No,true,33.576128231,-112.080706395,POINT (-112.080706395 33.576128231)
5079,Interview,App,01/27/2020,2020,Tempe,25-54,25+,male,White,No,White,No,,33.398409211,-111.884823712,POINT (-111.884823712 33.398409211)
6242,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,female,American Indian or Alaska Native,No,American Indian or Alaska Native,,,33.49688354,-112.100296207,POINT (-112.100296207 33.49688354)
5578,Interview,App,01/27/2020,2020,Scottsdale,55-61,25+,male,White,No,White,No,,33.491976773,-111.919982024,POINT (-111.919982024 33.491976773)
5828,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.446659062,-112.088005855,POINT (-112.088005855 33.446659062)
5268,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,female,White,No,White,No,,33.58162841,-112.11908666,POINT (-112.11908666 33.58162841)
7032,Interview,Paper,01/27/2020,2020,Phoenix,0-17,0-17,male,Black or African American,No,Black or African American,No,,33.58234,-112.094812,POINT (-112.094812 33.58234)
5426,Interview,App,01/27/2020,2020,Tempe,25-54,25+,male,Black or African American,No,Black or African American,No,true,33.410134362,-111.889032852,POINT (-111.889032852 33.410134362)
5773,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.446340435,-112.087996414,POINT (-112.087996414 33.446340435)
6446,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,No,DK/REF,,,33.4238998,-112.09970666,POINT (-112.09970666 33.4238998)
5766,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.44552205,-112.08689724,POINT (-112.08689724 33.44552205)
5281,Interview,App,01/27/2020,2020,Mesa,25-54,25+,male,White,No,White,No,true,33.407670627,-111.833492434,POINT (-111.833492434 33.407670627)
7054,Interview,Paper,01/27/2020,2020,Mesa,25-54,25+,male,White,No,White,No,true,33.422032,-111.682087,POINT (-111.682087 33.422032)
6965,Observation Tool,App,01/27/2020,2020,Tempe,25-54,25+,male,White,No,White,,,33.421801745,-111.935918144,POINT (-111.935918144 33.421801745)
6941,Observation Tool,App,01/27/2020,2020,Tempe,55-61,25+,female,Black or African American,No,Black or African American,,,33.44293166,-111.948629106,POINT (-111.948629106 33.44293166)
5929,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.446498325,-112.086909342,POINT (-112.086909342 33.446498325)
6300,Observation Tool,App,01/27/2020,2020,Tempe,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.43476004,-111.89706377,POINT (-111.89706377 33.43476004)
5645,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.44606133,-112.0889967,POINT (-112.0889967 33.44606133)
5750,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,18-24,DK/REF,DK/REF,DK/REF,DK/REF,,,33.446158013,-112.08803135,POINT (-112.08803135 33.446158013)
5488,Interview,App,01/27/2020,2020,Tempe,25-54,25+,male,Black or African American,No,Black or African American,No,,33.422400737,-111.935954749,POINT (-111.935954749 33.422400737)
4919,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,No,true,33.44868883,-112.01338042,POINT (-112.01338042 33.44868883)
6024,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,Yes,White,,,33.577367119,-112.08042657,POINT (-112.08042657 33.577367119)
5002,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,No,true,33.44792061,-112.074878086,POINT (-112.074878086 33.44792061)
5779,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.445305917,-112.086921539,POINT (-112.086921539 33.445305917)
4755,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,No,,33.5685022,-112.1006974,POINT (-112.1006974 33.5685022)
5905,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,DK/REF,DK/REF,DK/REF,,,33.446840127,-112.085773526,POINT (-112.085773526 33.446840127)
5917,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,,,33.466269528,-112.012765276,POINT (-112.012765276 33.466269528)
7098,Observation Tool,Paper,01/27/2020,2020,Chandler,DK/REF,25+,female,American Indian or Alaska Native,No,American Indian or Alaska Native,,,33.299852,-111.840958,POINT (-111.840958 33.299852)
4964,Interview,App,01/27/2020,2020,Tempe,25-54,25+,male,White,No,White,No,,33.42184121,-111.93596825,POINT (-111.93596825 33.42184121)
5439,Interview,App,01/27/2020,2020,Tempe,25-54,25+,female,White,No,White,No,,33.41109,-111.88865,POINT (-111.88865 33.41109)
5622,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,,,33.44551942,-112.088143182,POINT (-112.088143182 33.44551942)
