RowID,Survey Method,Survey Type,Reporting Date,Reporting Year,City,Age,Age Group,Gender,Race,Ethnicity,Hispanic,Veteran Status,Chronic,Latitude,Longitude,Geolocation
7106,Observation Tool,Paper,01/27/2020,2020,Tempe,0-17,0-17,male,White,DK/REF,White,,,,,
5205,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,No,,33.6540926,-112.09848299,POINT (-112.09848299 33.6540926)
4886,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,female,White,No,White,No,,33.571650262,-112.065589428,POINT (-112.065589428 33.571650262)
7105,Observation Tool,Paper,01/27/2020,2020,Tempe,0-17,0-17,female,White,DK/REF,White,,,,,
5302,Interview,App,01/27/2020,2020,Mesa,25-54,25+,male,White,Yes,White,No,,33.39416469,-111.80738966,POINT (-111.80738966 33.39416469)
5729,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.44488084,-112.084738555,POINT (-112.084738555 33.44488084)
6522,Observation Tool,App,01/27/2020,2020,Tempe,55-61,25+,female,Multiple Races,No,Multiple Races,,,33.349299179,-111.955085434,POINT (-111.955085434 33.349299179)
6079,Observation Tool,App,01/27/2020,2020,Phoenix,55-61,25+,male,American Indian or Alaska Native,No,American Indian or Alaska Native,,,33.44460963,-112.07243921,POINT (-112.07243921 33.44460963)
6039,Observation Tool,App,01/27/2020,2020,Mesa,25-54,25+,male,Native Hawaiian or Other Pacific Islander,Yes,Native Hawaiian or Other Pacific Islander,,,33.411338422,-111.839442495,POINT (-111.839442495 33.411338422)
6165,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,,,33.571811174,-112.065812051,POINT (-112.065812051 33.571811174)
6661,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,DK/REF,DK/REF,DK/REF,,,33.465657723,-112.144479733,POINT (-112.144479733 33.465657723)
5495,Interview,App,01/27/2020,2020,Scottsdale,25-54,25+,male,White,No,White,No,true,33.458179892,-111.927112509,POINT (-111.927112509 33.458179892)
4792,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,female,White,No,White,No,true,33.44833427,-112.01362628,POINT (-112.01362628 33.44833427)
6114,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,18-24,DK/REF,DK/REF,DK/REF,DK/REF,,,33.424094783,-112.072304441,POINT (-112.072304441 33.424094783)
6413,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.45869405,-112.06905911,POINT (-112.06905911 33.45869405)
4937,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,Yes,true,33.569997875,-112.085383209,POINT (-112.085383209 33.569997875)
5101,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,DK/REF,DK/REF,DK/REF,No,,33.567380696,-112.133594202,POINT (-112.133594202 33.567380696)
5114,Interview,App,01/27/2020,2020,Tempe,DK/REF,25+,male,White,No,White,No,,33.42313373,-111.940217028,POINT (-111.940217028 33.42313373)
6298,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,,,33.56971244,-112.06571335,POINT (-112.06571335 33.56971244)
7063,Interview,Paper,01/27/2020,2020,Mesa,55-61,25+,female,White,No,White,No,,33.424541,-111.838908,POINT (-111.838908 33.424541)
5033,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,Black or African American,No,Black or African American,No,true,33.451647707,-112.092987187,POINT (-112.092987187 33.451647707)
6472,Observation Tool,App,01/27/2020,2020,Mesa,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.43628696,-111.86881882,POINT (-111.86881882 33.43628696)
6445,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,DK/REF,No,DK/REF,,,33.42993755,-112.09979672,POINT (-112.09979672 33.42993755)
7102,Observation Tool,Paper,01/27/2020,2020,Tempe,25-54,25+,female,White,DK/REF,White,,,,,
5972,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,,,33.46291418,-112.07306501,POINT (-112.07306501 33.46291418)
6559,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.47982546,-112.01244354,POINT (-112.01244354 33.47982546)
6055,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.5714545,-112.13329515,POINT (-112.13329515 33.5714545)
6628,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,DK/REF,DK/REF,DK/REF,,,33.56732143,-112.1082005,POINT (-112.1082005 33.56732143)
5935,Observation Tool,App,01/27/2020,2020,Phoenix,55-61,25+,male,Black or African American,DK/REF,Black or African American,,,33.553257216,-112.098987765,POINT (-112.098987765 33.553257216)
5553,Interview,App,01/27/2020,2020,Tempe,55-61,25+,female,White,No,White,No,true,33.4137181,-111.90431778,POINT (-111.90431778 33.4137181)
6882,Observation Tool,App,01/27/2020,2020,Scottsdale,62+,25+,male,White,No,White,,,33.492176598,-111.920458283,POINT (-111.920458283 33.492176598)
7103,Observation Tool,Paper,01/27/2020,2020,Tempe,25-54,25+,male,White,DK/REF,White,,,,,
5564,Interview,App,01/27/2020,2020,Tempe,25-54,25+,male,White,No,White,Yes,true,33.364394484,-111.910980949,POINT (-111.910980949 33.364394484)
5184,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,No,true,33.64061299,-112.07165607,POINT (-112.07165607 33.64061299)
5633,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.44609054,-112.08876999,POINT (-112.08876999 33.44609054)
6380,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,Black or African American,No,Black or African American,,,33.45152796,-112.04126069,POINT (-112.04126069 33.45152796)
6527,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,female,American Indian or Alaska Native,DK/REF,American Indian or Alaska Native,,,33.480685899,-112.010976088,POINT (-112.010976088 33.480685899)
5028,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,Black or African American,No,Black or African American,Yes,true,33.496596376,-112.101816768,POINT (-112.101816768 33.496596376)
5668,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,DK/REF,DK/REF,DK/REF,,,33.446223482,-112.088206658,POINT (-112.088206658 33.446223482)
6034,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.564322321,-112.099417951,POINT (-112.099417951 33.564322321)
6357,Observation Tool,App,01/27/2020,2020,Phoenix,55-61,25+,male,DK/REF,DK/REF,DK/REF,,,33.45892629,-112.08213414,POINT (-112.08213414 33.45892629)
5446,Interview,App,01/27/2020,2020,Tempe,25-54,25+,female,White,No,White,No,true,33.410063242,-111.906529572,POINT (-111.906529572 33.410063242)
4743,Interview,App,01/27/2020,2020,Phoenix,55-61,25+,male,DK/REF,DK/REF,DK/REF,No,,33.56151881,-112.07317912,POINT (-112.07317912 33.56151881)
5807,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.44198478,-112.083479727,POINT (-112.083479727 33.44198478)
5107,Interview,App,01/27/2020,2020,Mesa,55-61,25+,female,White,No,White,No,true,33.40744236,-111.83344375,POINT (-111.83344375 33.40744236)
6885,Observation Tool,App,01/27/2020,2020,Phoenix,18-24,18-24,male,White,No,White,,,33.45993807,-112.06267531,POINT (-112.06267531 33.45993807)
6971,Observation Tool,App,01/27/2020,2020,Scottsdale,25-54,25+,female,White,No,White,,,33.458173103,-111.926906649,POINT (-111.926906649 33.458173103)
5171,Interview,App,01/27/2020,2020,Tempe,25-54,25+,male,Black or African American,No,Black or African American,No,,33.42172148,-111.93590015,POINT (-111.93590015 33.42172148)
6167,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,,,33.569700234,-112.06572664,POINT (-112.06572664 33.569700234)
5985,Observation Tool,App,01/27/2020,2020,Phoenix,18-24,18-24,male,White,No,White,,,33.436358325,-112.065682749,POINT (-112.065682749 33.436358325)
6538,Observation Tool,App,01/27/2020,2020,Tempe,25-54,25+,DK/REF,White,DK/REF,White,,,33.424963835,-111.939549241,POINT (-111.939549241 33.424963835)
6866,Observation Tool,App,01/27/2020,2020,Mesa,25-54,25+,male,DK/REF,Yes,DK/REF,,,33.40206835,-111.8490979,POINT (-111.8490979 33.40206835)
5441,Interview,App,01/27/2020,2020,Tempe,25-54,25+,male,White,No,White,No,true,33.409843333,-111.926155,POINT (-111.926155 33.409843333)
5928,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.44651202,-112.08689542,POINT (-112.08689542 33.44651202)
5456,Interview,App,01/27/2020,2020,Tempe,55-61,25+,male,White,No,White,No,,33.392872084,-111.926299548,POINT (-111.926299548 33.392872084)
7083,Observation Tool,Paper,01/27/2020,2020,Scottsdale,62+,25+,male,White,No,White,,,33.577691,-111.884655,POINT (-111.884655 33.577691)
6546,Observation Tool,App,01/27/2020,2020,Tempe,55-61,25+,male,White,DK/REF,White,,,33.42520948,-111.94015365,POINT (-111.94015365 33.42520948)
5912,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.446816,-112.08695213,POINT (-112.08695213 33.446816)
6295,Observation Tool,App,01/27/2020,2020,Phoenix,18-24,18-24,male,American Indian or Alaska Native,No,American Indian or Alaska Native,,,33.494815179,-112.064376986,POINT (-112.064376986 33.494815179)
5464,Interview,App,01/27/2020,2020,Tempe,25-54,25+,male,Black or African American,No,Black or African American,No,,33.42172815,-111.935967327,POINT (-111.935967327 33.42172815)
6576,Observation Tool,App,01/27/2020,2020,Chandler,25-54,25+,male,DK/REF,Yes,DK/REF,,,33.310245043,-111.841552639,POINT (-111.841552639 33.310245043)
6561,Observation Tool,App,01/27/2020,2020,Tempe,25-54,25+,male,American Indian or Alaska Native,DK/REF,American Indian or Alaska Native,,,33.421365819,-111.940202946,POINT (-111.940202946 33.421365819)
6873,Observation Tool,App,01/27/2020,2020,Tempe,25-54,25+,male,White,No,White,,,33.421778333,-111.935846667,POINT (-111.935846667 33.421778333)
6060,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.56969471,-112.13301204,POINT (-112.13301204 33.56969471)
6195,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.572482481,-112.065815237,POINT (-112.065815237 33.572482481)
6970,Observation Tool,App,01/27/2020,2020,Scottsdale,25-54,25+,male,White,No,White,,,33.45441076,-111.911829617,POINT (-111.911829617 33.45441076)
6959,Observation Tool,App,01/27/2020,2020,Tempe,DK/REF,25+,male,DK/REF,DK/REF,DK/REF,,,33.346892053,-111.908760277,POINT (-111.908760277 33.346892053)
5751,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,DK/REF,DK/REF,Yes,DK/REF,,,33.44565533,-112.08686324,POINT (-112.08686324 33.44565533)
6103,Observation Tool,App,01/27/2020,2020,Phoenix,55-61,25+,male,Black or African American,No,Black or African American,,,33.44466338,-112.07259009,POINT (-112.07259009 33.44466338)
5966,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,female,DK/REF,DK/REF,DK/REF,,,33.56942784,-112.097624963,POINT (-112.097624963 33.56942784)
5808,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.44198478,-112.083479727,POINT (-112.083479727 33.44198478)
6135,Observation Tool,App,01/27/2020,2020,Tempe,55-61,25+,male,DK/REF,Yes,DK/REF,,,33.374533276,-111.943430984,POINT (-111.943430984 33.374533276)
7019,Interview,Paper,01/27/2020,2020,Phoenix,18-24,18-24,female,White,Yes,White,No,,33.494468,-112.242469,POINT (-112.242469 33.494468)
7097,Observation Tool,Paper,01/27/2020,2020,Gilbert,25-54,25+,male,Black or African American,No,Black or African American,,,33.364307,-111.790055,POINT (-111.790055 33.364307)
7090,Observation Tool,Paper,01/27/2020,2020,Mesa,25-54,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.424429,-111.838843,POINT (-111.838843 33.424429)
5955,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,DK/REF,DK/REF,DK/REF,,,33.47710039,-112.01278178,POINT (-112.01278178 33.47710039)
5075,Interview,App,01/27/2020,2020,Mesa,25-54,25+,male,White,No,White,No,true,33.4337317,-111.87849981,POINT (-111.87849981 33.4337317)
5375,Interview,App,01/27/2020,2020,Tempe,25-54,25+,male,White,Yes,White,Yes,,33.43638916,-111.90276178,POINT (-111.90276178 33.43638916)
6517,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,DK/REF,White,,,33.452331419,-112.096862728,POINT (-112.096862728 33.452331419)
4947,Interview,App,01/27/2020,2020,Tempe,25-54,25+,male,White,No,White,No,true,33.409672251,-111.948514956,POINT (-111.948514956 33.409672251)
5322,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,Black or African American,No,Black or African American,No,,33.64671903,-112.09784784,POINT (-112.09784784 33.64671903)
4949,Interview,App,01/27/2020,2020,Chandler,62+,25+,male,White,No,White,Yes,,33.302869597,-111.838580752,POINT (-111.838580752 33.302869597)
5698,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.446453637,-112.088177158,POINT (-112.088177158 33.446453637)
5261,Interview,App,01/27/2020,2020,Mesa,25-54,25+,male,Black or African American,No,Black or African American,No,,33.41468707,-111.600962753,POINT (-111.600962753 33.41468707)
4895,Interview,App,01/27/2020,2020,Mesa,25-54,25+,male,White,Yes,White,No,true,33.415773329,-111.820416916,POINT (-111.820416916 33.415773329)
6615,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,Black or African American,No,Black or African American,,,33.532181251,-112.107538,POINT (-112.107538 33.532181251)
5019,Interview,App,01/27/2020,2020,Tempe,55-61,25+,male,White,No,White,Yes,true,33.421913409,-111.93577948,POINT (-111.93577948 33.421913409)
6600,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,female,White,DK/REF,White,,,33.434949322,-112.073789779,POINT (-112.073789779 33.434949322)
6194,Observation Tool,App,01/27/2020,2020,Tempe,25-54,25+,male,White,No,White,,,33.4285133,-111.938889,POINT (-111.938889 33.4285133)
5976,Observation Tool,App,01/27/2020,2020,Phoenix,18-24,18-24,female,Black or African American,No,Black or African American,,,33.500423217,-112.134008305,POINT (-112.134008305 33.500423217)
5591,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,female,DK/REF,DK/REF,DK/REF,,,33.445312253,-112.087950119,POINT (-112.087950119 33.445312253)
6740,Observation Tool,App,01/27/2020,2020,Mesa,25-54,25+,male,White,No,White,,,33.40172648,-111.84921408,POINT (-111.84921408 33.40172648)
5867,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,DK/REF,Yes,DK/REF,,,33.446970015,-112.084683228,POINT (-112.084683228 33.446970015)
6051,Observation Tool,App,01/27/2020,2020,Mesa,25-54,25+,female,DK/REF,DK/REF,DK/REF,,,33.399305742,-111.8351432,POINT (-111.8351432 33.399305742)
4898,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,No,,33.611623356,-112.110958508,POINT (-112.110958508 33.611623356)
6166,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,female,White,No,White,,,33.571811174,-112.065812051,POINT (-112.065812051 33.571811174)
6728,Observation Tool,App,01/27/2020,2020,Mesa,25-54,25+,female,White,Yes,White,,,33.40755039,-111.83358975,POINT (-111.83358975 33.40755039)
6366,Observation Tool,App,01/27/2020,2020,Tempe,25-54,25+,male,White,No,White,,,33.39332938,-111.94081586,POINT (-111.94081586 33.39332938)
7079,Observation Tool,Paper,01/27/2020,2020,Scottsdale,25-54,25+,female,American Indian or Alaska Native,Yes,American Indian or Alaska Native,,,33.582308,-111.925126,POINT (-111.925126 33.582308)
5318,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,female,Black or African American,No,Black or African American,No,true,33.450979167,-112.116755927,POINT (-112.116755927 33.450979167)
6095,Observation Tool,App,01/27/2020,2020,Mesa,DK/REF,25+,male,DK/REF,DK/REF,DK/REF,,,33.43702372,-111.86864972,POINT (-111.86864972 33.43702372)
6951,Observation Tool,App,01/27/2020,2020,Tempe,25-54,25+,male,White,No,White,,,33.3936783,-111.927124,POINT (-111.927124 33.3936783)
5452,Interview,App,01/27/2020,2020,Tempe,0-17,0-17,male,Black or African American,No,Black or African American,No,,33.407963533,-111.89200717,POINT (-111.89200717 33.407963533)
5355,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,No,,33.46514894,-112.21957585,POINT (-112.21957585 33.46514894)
7088,Observation Tool,Paper,01/27/2020,2020,Scottsdale,25-54,25+,male,White,No,White,,,33.480291,-111.908855,POINT (-111.908855 33.480291)
5787,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.446383473,-112.088014161,POINT (-112.088014161 33.446383473)
5099,Interview,App,01/27/2020,2020,Phoenix,55-61,25+,female,White,No,White,No,,33.582576259,-112.133455296,POINT (-112.133455296 33.582576259)
6289,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,Black or African American,No,Black or African American,,,33.445091309,-112.082807826,POINT (-112.082807826 33.445091309)
5341,Interview,App,01/27/2020,2020,Mesa,55-61,25+,male,American Indian or Alaska Native,No,American Indian or Alaska Native,Yes,,33.407519106,-111.833622874,POINT (-111.833622874 33.407519106)
4877,Interview,App,01/27/2020,2020,Mesa,25-54,25+,male,White,No,White,No,,33.422961775,-111.848463938,POINT (-111.848463938 33.422961775)
6967,Observation Tool,App,01/27/2020,2020,Tempe,18-24,18-24,male,Black or African American,No,Black or African American,,,33.421964772,-111.935765515,POINT (-111.935765515 33.421964772)
5155,Interview,App,01/27/2020,2020,Mesa,25-54,25+,male,White,No,White,No,,33.401650284,-111.752875121,POINT (-111.752875121 33.401650284)
6910,Observation Tool,App,01/27/2020,2020,Tempe,25-54,25+,male,White,No,White,,,33.43663375,-111.960031911,POINT (-111.960031911 33.43663375)
5667,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.44596874,-112.08716768,POINT (-112.08716768 33.44596874)
5288,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,female,White,No,White,No,true,33.592384346,-112.117423453,POINT (-112.117423453 33.592384346)
5908,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,female,DK/REF,DK/REF,DK/REF,,,33.446840127,-112.085773526,POINT (-112.085773526 33.446840127)
5839,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.44510909,-112.08655951,POINT (-112.08655951 33.44510909)
6710,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,Black or African American,DK/REF,Black or African American,,,33.557275,-112.117051667,POINT (-112.117051667 33.557275)
6476,Observation Tool,App,01/27/2020,2020,Mesa,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.43676444,-111.86885146,POINT (-111.86885146 33.43676444)
6267,Observation Tool,App,01/27/2020,2020,Phoenix,55-61,25+,male,American Indian or Alaska Native,Yes,American Indian or Alaska Native,,,33.49507682,-112.055347329,POINT (-112.055347329 33.49507682)
5601,Observation Tool,App,01/27/2020,2020,Phoenix,55-61,25+,male,White,DK/REF,White,,,33.446100019,-112.088218607,POINT (-112.088218607 33.446100019)
4981,Interview,App,01/27/2020,2020,Chandler,18-24,18-24,female,White,No,White,No,,33.300520233,-111.841175957,POINT (-111.841175957 33.300520233)
5822,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.446612641,-112.08803027,POINT (-112.08803027 33.446612641)
6172,Observation Tool,App,01/27/2020,2020,Phoenix,55-61,25+,male,White,No,White,,,33.577413219,-112.054349547,POINT (-112.054349547 33.577413219)
6935,Observation Tool,App,01/27/2020,2020,Tempe,18-24,18-24,male,Asian,No,Asian,,,33.415441667,-111.917258333,POINT (-111.917258333 33.415441667)
5982,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,DK/REF,White,,,33.450752227,-112.075326601,POINT (-112.075326601 33.450752227)
6308,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,American Indian or Alaska Native,DK/REF,American Indian or Alaska Native,,,33.45547962,-112.084665718,POINT (-112.084665718 33.45547962)
5320,Interview,App,01/27/2020,2020,Phoenix,DK/REF,25+,male,Multiple Races,No,Multiple Races,No,true,33.450998258,-112.117102954,POINT (-112.117102954 33.450998258)
5467,Interview,App,01/27/2020,2020,Mesa,25-54,25+,female,White,No,White,No,,33.422073,-111.823048163,POINT (-111.823048163 33.422073)
5351,Interview,App,01/27/2020,2020,Tempe,25-54,25+,female,White,No,White,No,true,33.43667099,-111.90394554,POINT (-111.90394554 33.43667099)
5197,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,female,White,No,White,No,true,33.45643742,-112.136723455,POINT (-112.136723455 33.45643742)
6269,Observation Tool,App,01/27/2020,2020,Tempe,25-54,25+,male,White,DK/REF,White,,,33.378046006,-111.945873974,POINT (-111.945873974 33.378046006)
4980,Interview,App,01/27/2020,2020,Chandler,18-24,18-24,female,White,No,White,No,,33.300520233,-111.841175957,POINT (-111.841175957 33.300520233)
4782,Interview,App,01/27/2020,2020,Mesa,25-54,25+,male,White,No,White,No,true,33.395940602,-111.841335207,POINT (-111.841335207 33.395940602)
5221,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,No,true,33.564221667,-112.108628333,POINT (-112.108628333 33.564221667)
5429,Interview,App,01/27/2020,2020,Tempe,25-54,25+,female,White,No,White,No,,33.392425291,-111.926596615,POINT (-111.926596615 33.392425291)
7016,Interview,Paper,01/27/2020,2020,Chandler,25-54,25+,female,Black or African American,No,Black or African American,Yes,,33.334914,-111.842021,POINT (-111.842021 33.334914)
6595,Observation Tool,App,01/27/2020,2020,Mesa,DK/REF,0-17,DK/REF,DK/REF,DK/REF,DK/REF,,,33.466619547,-111.781562101,POINT (-111.781562101 33.466619547)
5091,Interview,App,01/27/2020,2020,Mesa,25-54,25+,male,White,Yes,White,No,,33.415699862,-111.788685713,POINT (-111.788685713 33.415699862)
5295,Interview,App,01/27/2020,2020,Phoenix,55-61,25+,female,American Indian or Alaska Native,No,American Indian or Alaska Native,No,true,33.524792804,-112.099477379,POINT (-112.099477379 33.524792804)
6846,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,female,DK/REF,DK/REF,DK/REF,,,33.55297884,-112.119685309,POINT (-112.119685309 33.55297884)
5789,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.446383473,-112.088014161,POINT (-112.088014161 33.446383473)
6861,Observation Tool,App,01/27/2020,2020,Tempe,25-54,25+,female,White,No,White,,,33.42154317,-111.91020435,POINT (-111.91020435 33.42154317)
5525,Interview,App,01/27/2020,2020,Scottsdale,25-54,25+,male,White,No,White,No,true,33.492215683,-111.924419403,POINT (-111.924419403 33.492215683)
5416,Interview,App,01/27/2020,2020,Tempe,25-54,25+,male,White,No,White,No,,33.441932638,-111.947096371,POINT (-111.947096371 33.441932638)
6082,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.446709733,-112.086970261,POINT (-112.086970261 33.446709733)
6514,Observation Tool,App,01/27/2020,2020,Tempe,18-24,18-24,female,White,No,White,,,33.37969108,-111.969547989,POINT (-111.969547989 33.37969108)
5786,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.446383473,-112.088014161,POINT (-112.088014161 33.446383473)
6045,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,DK/REF,White,,,33.454895653,-112.084806534,POINT (-112.084806534 33.454895653)
5463,Interview,App,01/27/2020,2020,Tempe,25-54,25+,male,White,No,White,No,true,33.421833137,-111.935927434,POINT (-111.935927434 33.421833137)
6207,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,Yes,White,,,33.50970056,-112.11805587,POINT (-112.11805587 33.50970056)
7089,Observation Tool,Paper,01/27/2020,2020,Scottsdale,18-24,18-24,male,White,No,White,,,33.480188,-111.925332,POINT (-111.925332 33.480188)
6637,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,female,White,No,White,,,33.479975225,-111.984326249,POINT (-111.984326249 33.479975225)
6138,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,,,33.574425117,-112.094860652,POINT (-112.094860652 33.574425117)
6819,Observation Tool,App,01/27/2020,2020,Tempe,25-54,25+,male,White,No,White,,,33.41540331,-111.917532329,POINT (-111.917532329 33.41540331)
5784,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.44680731,-112.088204631,POINT (-112.088204631 33.44680731)
5468,Interview,App,01/27/2020,2020,Tempe,62+,25+,male,White,No,White,No,,33.436503536,-111.91887469,POINT (-111.91887469 33.436503536)
6023,Observation Tool,App,01/27/2020,2020,Phoenix,18-24,18-24,female,White,Yes,White,,,33.452074556,-112.086389037,POINT (-112.086389037 33.452074556)
4763,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,male,White,No,White,No,,33.444790866,-112.074719607,POINT (-112.074719607 33.444790866)
6240,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,male,DK/REF,DK/REF,DK/REF,,,33.5768214,-112.1074367,POINT (-112.1074367 33.5768214)
5438,Interview,App,01/27/2020,2020,Tempe,18-24,18-24,female,White,No,White,No,true,33.39859,-111.884413333,POINT (-111.884413333 33.39859)
6475,Observation Tool,App,01/27/2020,2020,Mesa,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.43653913,-111.86862493,POINT (-111.86862493 33.43653913)
4804,Interview,App,01/27/2020,2020,Phoenix,55-61,25+,female,White,No,White,No,,33.56724337,-112.098534195,POINT (-112.098534195 33.56724337)
5850,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.44507731,-112.08635536,POINT (-112.08635536 33.44507731)
6645,Observation Tool,App,01/27/2020,2020,Phoenix,25-54,25+,female,White,Yes,White,,,33.425952256,-112.076201623,POINT (-112.076201623 33.425952256)
5097,Interview,App,01/27/2020,2020,Phoenix,25-54,25+,female,Multiple Races,No,Multiple Races,No,true,33.46189167,-112.07085525,POINT (-112.07085525 33.46189167)
6758,Observation Tool,App,01/27/2020,2020,Phoenix,55-61,25+,male,White,DK/REF,White,,,33.536162227,-112.14380675,POINT (-112.14380675 33.536162227)
6932,Observation Tool,App,01/27/2020,2020,Tempe,55-61,25+,male,White,No,White,,,33.414405,-111.908936667,POINT (-111.908936667 33.414405)
5825,Observation Tool,App,01/27/2020,2020,Phoenix,DK/REF,25+,DK/REF,DK/REF,DK/REF,DK/REF,,,33.445064647,-112.08685363,POINT (-112.08685363 33.445064647)
