Place Name,Geo Id,Geography Type,Year,Year (Date),Variable Code,Variable Label,Field Name,Variable Concept,Annotation,Value,Percent Change,Difference,Centroid,Internal Point,Geometry
,1400000US04013010102,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,149236,0.11,14371,POINT (-111.54704397998356 33.74366120930808),POINT (-111.53018836795303 33.7508415),"MULTIPOLYGON (((-112.065386 33.953711, -112.0651 33.957281, -112.065088 33.971476, -112.064936 33.975012, -112.065043 33.976137, -112.064902 34.000034, -112.064883 34.037348, -111.996196 34.029866, -111.874647 34.016477, -111.861997 34.015108, -111.736517 34.001233, -111.726334 34.000041, -111.711041 34.000048, -111.500671 34.000037, -111.496549 33.999833, -111.494988 33.99995, -111.491722 33.999809, -111.49093 34.000851, -111.487508 34.001747, -111.484089 34.002004, -111.482992 34.001563, -111.481604 34.0025, -111.478229 34.002083, -111.474314 34.003852, -111.473545 34.00321, -111.472438 34.004687, -111.470002 34.003768, -111.466045 34.005773, -111.464832 34.00432, -111.462434 34.004041, -111.458376 34.002207, -111.456617 34.003883, -111.454415 34.00475, -111.45211 34.002384, -111.449518 34.00042, -111.445079 34.001176, -111.444594 33.999217, -111.441784 33.998079, -111.440355 33.996416, -111.440796 33.993732, -111.442813 33.991372, -111.438111 33.987279, -111.437029 33.986724, -111.434934 33.986961, -111.433096 33.984401, -111.435058 33.980693, -111.437419 33.980006, -111.437766 33.979128, -111.441272 33.978375, -111.444405 33.975515, -111.44496 33.974428, -111.44809 33.973285, -111.449077 33.971209, -111.448887 33.968602, -111.450054 33.967028, -111.452487 33.965985, -111.451993 33.964562, -111.452925 33.962204, -111.451961 33.960552, -111.450469 33.960584, -111.44885 33.959525, -111.447966 33.957519, -111.450065 33.954966, -111.451621 33.953951, -111.451104 33.95259, -111.45209 33.95017, -111.452181 33.948629, -111.451188 33.946001, -111.449208 33.944126, -111.44928 33.943749, -111.449305 33.943597, -111.447389 33.941735, -111.448125 33.938496, -111.447081 33.934948, -111.45204 33.933767, -111.45091 33.93153, -111.449342 33.930064, -111.449868 33.927728, -111.451555 33.92427, -111.451366 33.923666, -111.451015 33.922742, -111.451763 33.921221, -111.450904 33.919877, -111.448335 33.919063, -111.447478 33.919189, -111.443325 33.917355, -111.437293 33.916262, -111.43642 33.917515, -111.432438 33.920936, -111.430638 33.923999, -111.427982 33.925451, -111.425932 33.926108, -111.424372 33.925195, -111.419602 33.923753, -111.417364 33.922618, -111.412287 33.921945, -111.410287 33.920662, -111.408048 33.920664, -111.405069 33.919217, -111.405107 33.91829, -111.406616 33.916395, -111.406896 33.913363, -111.408502 33.912381, -111.408186 33.910178, -111.408774 33.909114, -111.407676 33.906478, -111.408124 33.905182, -111.411584 33.903727, -111.41284 33.901896, -111.4128 33.899943, -111.413663 33.898706, -111.413594 33.896793, -111.411872 33.894588, -111.412158 33.89296, -111.411466 33.891408, -111.41261 33.8901, -111.413316 33.888144, -111.412824 33.885881, -111.412331 33.884725, -111.410746 33.883472, -111.40865 33.883967, -111.407337 33.882604, -111.405245 33.88176, -111.405954 33.880623, -111.405652 33.879535, -111.400821 33.87869, -111.396229 33.877015, -111.397583 33.875042, -111.396274 33.873245, -111.396289 33.868929, -111.395462 33.86791, -111.393615 33.8678, -111.392602 33.865417, -111.39105 33.864412, -111.388076 33.863411, -111.386974 33.861608, -111.38699 33.860447, -111.390041 33.858028, -111.391101 33.855401, -111.392323 33.854832, -111.391987 33.852613, -111.393625 33.850415, -111.393813 33.847932, -111.395853 33.844623, -111.395001 33.842926, -111.395477 33.840862, -111.394217 33.839592, -111.390407 33.837717, -111.392497 33.8359, -111.387528 33.833715, -111.383563 33.833622, -111.381289 33.83209, -111.380792 33.831081, -111.378615 33.829581, -111.378027 33.827393, -111.375239 33.825411, -111.372317 33.823924, -111.371552 33.819124, -111.373747 33.817443, -111.37654 33.817046, -111.378121 33.817769, -111.380914 33.816342, -111.383901 33.816755, -111.385442 33.811772, -111.384989 33.810676, -111.386707 33.807777, -111.387258 33.806012, -111.388326 33.805353, -111.387912 33.803214, -111.386938 33.802864, -111.385615 33.800634, -111.38386 33.799968, -111.383501 33.798531, -111.379805 33.795736, -111.378495 33.793167, -111.378909 33.791877, -111.382797 33.78813, -111.381199 33.785229, -111.38316 33.78371, -111.385464 33.783185, -111.38584 33.781718, -111.387491 33.78006, -111.389444 33.776663, -111.386613 33.773001, -111.389371 33.770807, -111.388342 33.768399, -111.388525 33.766665, -111.38698 33.763101, -111.3833 33.762791, -111.382161 33.760957, -111.38235 33.758247, -111.383187 33.757192, -111.384842 33.753189, -111.386176 33.753121, -111.386812 33.750044, -111.38506 33.749028, -111.380875 33.747684, -111.379954 33.748905, -111.377988 33.748893, -111.374694 33.749845, -111.373014 33.749343, -111.372527 33.748321, -111.372969 33.746136, -111.372137 33.745211, -111.367235 33.74413, -111.365887 33.742328, -111.362503 33.742016, -111.361853 33.741236, -111.359345 33.74097, -111.355816 33.738127, -111.355863 33.735749, -111.354831 33.733246, -111.35073 33.732226, -111.347048 33.729795, -111.345952 33.727992, -111.344263 33.727401, -111.343626 33.724839, -111.340514 33.723585, -111.339981 33.722351, -111.336686 33.720516, -111.338105 33.717866, -111.338615 33.715899, -111.33817 33.710573, -111.337094 33.709077, -111.33814 33.70556, -111.338321 33.702746, -111.336406 33.701035, -111.333821 33.695416, -111.333818 33.692281, -111.331717 33.689651, -111.331423 33.688434, -111.328905 33.687482, -111.327733 33.68601, -111.326412 33.685619, -111.325675 33.684259, -111.323625 33.684651, -111.31775 33.682846, -111.315219 33.681546, -111.309163 33.673857, -111.306797 33.672082, -111.304213 33.671403, -111.301977 33.668299, -111.300627 33.665134, -111.299514 33.663823, -111.296109 33.661929, -111.292875 33.659963, -111.288123 33.658927, -111.28649 33.657375, -111.286197 33.65632, -111.286827 33.654577, -111.286571 33.653087, -111.287272 33.652432, -111.285609 33.650389, -111.283215 33.648726, -111.282283 33.64648, -111.279787 33.645865, -111.280255 33.644784, -111.279519 33.643431, -111.277182 33.641462, -111.275989 33.638885, -111.273841 33.638649, -111.27338 33.635998, -111.270715 33.633594, -111.269746 33.631637, -111.269295 33.629229, -111.264865 33.62583, -111.26283 33.623157, -111.257514 33.620977, -111.255704 33.621128, -111.251859 33.623156, -111.250862 33.624409, -111.249538 33.624331, -111.246746 33.621493, -111.244305 33.62139, -111.242585 33.619828, -111.240895 33.619583, -111.238358 33.618447, -111.237368 33.615401, -111.236163 33.615451, -111.230776 33.612406, -111.232079 33.611403, -111.231948 33.609506, -111.229265 33.608064, -111.229043 33.606935, -111.227589 33.607172, -111.226105 33.604921, -111.224249 33.603118, -111.222055 33.602446, -111.219978 33.60584, -111.216749 33.608317, -111.216582 33.611606, -111.214933 33.614058, -111.212224 33.61658, -111.208706 33.619166, -111.207453 33.620572, -111.207259 33.624078, -111.208152 33.626328, -111.208241 33.629166, -111.209444 33.633499, -111.208719 33.635074, -111.20704 33.636878, -111.205321 33.637949, -111.200282 33.640257, -111.196858 33.643882, -111.194874 33.646445, -111.194114 33.646771, -111.187863 33.652074, -111.185727 33.65525, -111.180619 33.659792, -111.17469 33.659442, -111.171759 33.661379, -111.17085 33.662986, -111.169661 33.66732, -111.167056 33.668966, -111.164355 33.669915, -111.158126 33.673698, -111.156585 33.675508, -111.153354 33.677606, -111.15309 33.677112, -111.151948 33.674979, -111.151357 33.673871, -111.136658 33.646313, -111.058369 33.500051, -111.057851 33.498925, -111.04638 33.478596, -111.039905 33.466104, -111.039976 33.466019, -111.047857 33.465735, -111.060897 33.465696, -111.269748 33.465919, -111.442165 33.465898, -111.476812 33.465885, -111.480124 33.465884, -111.532486 33.465839, -111.546112 33.465863, -111.563553 33.465837, -111.580634 33.4658, -111.580626 33.465902, -111.581715 33.465964, -111.602741 33.467163, -111.603074 33.467182, -111.600446 33.486108, -111.603772 33.49579, -111.605991 33.495631, -111.617226 33.494826, -111.632581 33.494993, -111.640411 33.495268, -111.649926 33.495157, -111.683907 33.495348, -111.684037 33.499889, -111.684108 33.503816, -111.68413 33.504773, -111.684113 33.510812, -111.683562 33.512134, -111.683796 33.516303, -111.678888 33.516709, -111.676683 33.517415, -111.675697 33.518259, -111.675088 33.519325, -111.672938 33.526416, -111.671172 33.530988, -111.671687 33.535231, -111.671922 33.539463, -111.671072 33.54279, -111.669695 33.543952, -111.669019 33.544436, -111.66683 33.544149, -111.663829 33.545112, -111.662006 33.546171, -111.657467 33.54781, -111.652793 33.5489, -111.651043 33.550093, -111.646088 33.549044, -111.643254 33.550352, -111.640841 33.567371, -111.63986 33.574188, -111.634565 33.611415, -111.63249 33.625907, -111.625677 33.676694, -111.625695 33.683131, -111.619185 33.718478, -111.653207 33.7136, -111.654622 33.713422, -111.653749 33.714781, -111.653888 33.718863, -111.653693 33.722968, -111.65483 33.727778, -111.65347 33.732024, -111.653239 33.735724, -111.657926 33.738765, -111.658463 33.739775, -111.658875 33.739572, -111.659943 33.739724, -111.660682 33.740213, -111.662148 33.739929, -111.663485 33.739926, -111.664766 33.741071, -111.665386 33.741217, -111.665381 33.741295, -111.66575 33.741576, -111.671889 33.741562, -111.671872 33.743189, -111.67193 33.746471, -111.673565 33.748074, -111.673777 33.751639, -111.675993 33.752469, -111.676439 33.754712, -111.677808 33.754697, -111.680836 33.756159, -111.700323 33.756081, -111.700329 33.75633, -111.700597 33.763293, -111.700632 33.763665, -111.706832 33.763664, -111.708888 33.763273, -111.717523 33.76328, -111.726193 33.763234, -111.727149 33.763753, -111.729783 33.763665, -111.730553 33.763674, -111.731372 33.765051, -111.734751 33.770732, -111.734772 33.756092, -111.739893 33.755837, -111.743507 33.755958, -111.7697 33.755884, -111.769725 33.770306, -111.769677 33.770634, -111.769639 33.792931, -111.769395 33.796897, -111.76968 33.799799, -111.7697 33.813858, -111.782839 33.813897, -111.786868 33.813891, -111.786847 33.813966, -111.83258 33.813877, -111.838774 33.813804, -111.840859 33.813756, -111.873844 33.813865, -111.891177 33.813834, -111.89139 33.816175, -111.891266 33.818361, -111.891245 33.820989, -111.891227 33.852995, -111.891238 33.857285, -111.891165 33.900495, -111.943131 33.900378, -111.971222 33.900288, -111.971837 33.900543, -111.993851 33.900543, -111.995696 33.900934, -112.03078 33.90112, -112.039214 33.901137, -112.065376 33.901185, -112.065396 33.931217, -112.065386 33.953711)))"
,1400000US04013422636,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,69276,-0.01,-628,POINT (-111.72845618837835 33.386296753582904),POINT (-111.72797761029585 33.390123),"MULTIPOLYGON (((-111.739512 33.381065, -111.737027 33.384909, -111.736656 33.386351, -111.736524 33.393769, -111.727627 33.393799, -111.727525 33.393793, -111.719336 33.393853, -111.719396 33.386477, -111.719404 33.385758, -111.719412 33.384628, -111.719449 33.384317, -111.719405 33.383498, -111.719533 33.379275, -111.722361 33.37926, -111.726723 33.379247, -111.72726 33.379241, -111.7365 33.37922, -111.73967 33.379216, -111.739512 33.381065)))"
,1400000US04013420112,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,85617,0.02,1796,POINT (-111.58781726359867 33.4283678349052),POINT (-111.58498530845583 33.4304685),"MULTIPOLYGON (((-111.59767 33.427419, -111.597967 33.429539, -111.589302 33.429547, -111.58929 33.43139, -111.589305 33.436827, -111.588235 33.436827, -111.583903 33.436826, -111.581751 33.436826, -111.580672 33.436818, -111.580675 33.429539, -111.580683 33.42596, -111.580661 33.422331, -111.58932 33.422314, -111.591587 33.422314, -111.59365 33.422316, -111.597986 33.422319, -111.59767 33.427419)))"
,1400000US04013422626,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,45022,0.03,1133,POINT (-111.67253119183839 33.41162948978651),POINT (-111.67245009006595 33.4125625),"MULTIPOLYGON (((-111.684539 33.411626, -111.684526 33.413499, -111.684516 33.415675, -111.683216 33.41566, -111.678234 33.415433, -111.676104 33.415349, -111.675292 33.415216, -111.667434 33.415185, -111.664299 33.41518, -111.660349 33.415177, -111.660401 33.407899, -111.666699 33.407915, -111.667487 33.407887, -111.667771 33.407873, -111.675899 33.407911, -111.68198 33.407949, -111.684554 33.408595, -111.684539 33.411626)))"
,1400000US04013422513,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,65446,0.01,662,POINT (-111.74512212250963 33.401007195038936),POINT (-111.74511910812005 33.4011685),"MULTIPOLYGON (((-111.753776 33.400959, -111.753758 33.408234, -111.746749 33.40826, -111.745077 33.408267, -111.736433 33.408302, -111.736457 33.402223, -111.736461 33.401378, -111.736524 33.393769, -111.739982 33.393754, -111.750795 33.393723, -111.753797 33.393714, -111.753776 33.400959)))"
,1400000US04013420705,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,139583,0.02,3333,POINT (-111.75349460972944 33.444576464808335),POINT (-111.75350621472157 33.445192000000006),"MULTIPOLYGON (((-111.77085 33.443094, -111.770761 33.451811, -111.75339 33.451872, -111.739812 33.451844, -111.736033 33.451833, -111.736136 33.44729, -111.736246 33.442467, -111.736368 33.437243, -111.737102 33.437213, -111.753559 33.43733, -111.766534 33.437317, -111.770894 33.437247, -111.77085 33.443094)))"
,1400000US04013421602,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,38807,0.01,569,POINT (-111.79679496237672 33.41165336335902),POINT (-111.7967944100165 33.41199),"MULTIPOLYGON (((-111.80532 33.41153, -111.80532 33.41245, -111.805303 33.415179, -111.799705 33.415256, -111.796838 33.415278, -111.794443 33.415306, -111.788237 33.415391, -111.788305 33.408123, -111.794699 33.408043, -111.795005 33.40804, -111.798513 33.407998, -111.799708 33.407984, -111.805329 33.407922, -111.80532 33.41153)))"
,1400000US04013422001,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,41356,0.16,5686,POINT (-111.8315435753943 33.40421229005059),POINT (-111.83148944049582 33.4046415),"MULTIPOLYGON (((-111.839996 33.407857, -111.831508 33.40785, -111.822964 33.407774, -111.822961 33.406543, -111.82295 33.40274, -111.822948 33.40203, -111.822947 33.400961, -111.826805 33.400526, -111.831505 33.400548, -111.834177 33.400568, -111.840058 33.400576, -111.839996 33.407857)))"
,1400000US04013422105,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,58355,0.38,15974,POINT (-111.84859266232901 33.396836614005416),POINT (-111.8485983861922 33.396848500000004),"MULTIPOLYGON (((-111.857134 33.396723, -111.856998 33.400346, -111.848511 33.40048, -111.844282 33.400531, -111.840058 33.400576, -111.840068 33.396974, -111.840053 33.39333, -111.848655 33.393222, -111.857248 33.393107, -111.857134 33.396723)))"
,1400000US04013318400,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,57354,0.19,9242,POINT (-111.91075832931699 33.43373169484657),POINT (-111.90868111231266 33.436481),"MULTIPOLYGON (((-111.926461 33.451245, -111.917909 33.451259, -111.915753 33.451265, -111.909279 33.451281, -111.909647 33.436755, -111.90917 33.436755, -111.892043 33.436763, -111.891103 33.436762, -111.891181 33.429358, -111.891299 33.425792, -111.882926 33.425714, -111.882999 33.422111, -111.887408 33.422094, -111.891372 33.422009, -111.900491 33.422119, -111.909065 33.42199, -111.91768 33.422027, -111.926306 33.422041, -111.926272 33.43115, -111.926253 33.436207, -111.926269 33.43755, -111.926315 33.439918, -111.926431 33.443982, -111.926461 33.451245)))"
,1400000US04013420115,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,49342,0.26,10251,POINT (-111.62021183265618 33.41872831252265),POINT (-111.620205830549 33.417866000000004),"MULTIPOLYGON (((-111.632697 33.416995, -111.632656 33.418737, -111.632663 33.421228, -111.63266 33.42237, -111.631497 33.42237, -111.630978 33.42237, -111.623974 33.422365, -111.615445 33.422348, -111.615322 33.422347, -111.607729 33.42231, -111.607739 33.415097, -111.607854 33.415097, -111.613996 33.415097, -111.615345 33.415097, -111.624013 33.415112, -111.631678 33.415121, -111.632688 33.415121, -111.632699 33.415394, -111.632697 33.416995)))"
,1400000US04013420210,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,68065,0.10,6101,POINT (-111.69291530733713 33.444606369292984),POINT (-111.69293688503747 33.442811500000005),"MULTIPOLYGON (((-111.701664 33.441, -111.701607 33.444623, -111.701554 33.448217, -111.701514 33.451872, -111.692823 33.451878, -111.686046 33.451867, -111.68413 33.451669, -111.684172 33.448542, -111.684212 33.444629, -111.68432 33.437157, -111.685716 33.437337, -111.69302 33.437379, -111.701742 33.437365, -111.701664 33.441)))"
,1400000US04013422203,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,41157,-0.06,-2833,POINT (-111.84902741228623 33.38585074600953),POINT (-111.84869011733518 33.389548500000004),"MULTIPOLYGON (((-111.859601 33.380243, -111.857539 33.383918, -111.857361 33.385756, -111.857361 33.385933, -111.857248 33.393107, -111.848655 33.393222, -111.840053 33.39333, -111.840098 33.38599, -111.84009 33.385354, -111.84005 33.384684, -111.84006 33.384245, -111.84019 33.380595, -111.84107 33.378791, -111.842633 33.378788, -111.848751 33.378771, -111.859751 33.378738, -111.859601 33.380243)))"
,1400000US04013422647,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,140048,,,POINT (-111.61830408708192 33.335720816753714),POINT (-111.61834519956123 33.342803),"MULTIPOLYGON (((-111.635723 33.350164, -111.618573 33.350054, -111.601167 33.349936, -111.600911 33.335439, -111.60091 33.335361, -111.600873 33.332183, -111.600754 33.321841, -111.606386 33.321322, -111.608964 33.321335, -111.614659 33.32139, -111.635542 33.321428, -111.635578 33.33567, -111.635723 33.350164)))"
,1400000US04013422301,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,55091,0.03,1362,POINT (-111.82299790651741 33.386134862056416),POINT (-111.82281899267711 33.3861555),"MULTIPOLYGON (((-111.84019 33.380595, -111.84006 33.384245, -111.84005 33.384684, -111.84009 33.385354, -111.840098 33.38599, -111.840053 33.39333, -111.8317 33.393331, -111.831491 33.393331, -111.830632 33.393329, -111.822935 33.393338, -111.820804 33.393341, -111.814187 33.39336, -111.805445 33.393372, -111.805542 33.38629, -111.80554 33.386021, -111.805694 33.383082, -111.807262 33.378929, -111.824848 33.378853, -111.831648 33.378808, -111.84107 33.378791, -111.84019 33.380595)))"
,1400000US04013422502,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,65924,0.09,5452,POINT (-111.77973147221908 33.40087980117476),POINT (-111.77973190224644 33.4015165),"MULTIPOLYGON (((-111.788309 33.404823, -111.788305 33.408123, -111.783052 33.408127, -111.779816 33.408133, -111.77638 33.408144, -111.774196 33.408154, -111.771116 33.408166, -111.771155 33.402185, -111.771174 33.399253, -111.771205 33.393635, -111.779821 33.393594, -111.788296 33.393605, -111.788303 33.400848, -111.788311 33.40448, -111.788309 33.404823)))"
,1400000US04013420107,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,113587,-0.09,-11530,POINT (-111.668664670766 33.482840423658324),POINT (-111.66688078256746 33.4798555),"MULTIPOLYGON (((-111.683922 33.472967, -111.683886 33.480814, -111.683911 33.490034, -111.683907 33.495348, -111.649926 33.495157, -111.651053 33.488782, -111.649821 33.487459, -111.649878 33.47882, -111.654204 33.478897, -111.654212 33.477063, -111.656365 33.477041, -111.656368 33.478882, -111.65745 33.478888, -111.657369 33.478009, -111.657534 33.477321, -111.657448 33.477045, -111.658557 33.47347, -111.667146 33.473499, -111.667179 33.466239, -111.672465 33.466262, -111.679827 33.466321, -111.682635 33.47111, -111.683921 33.472567, -111.683922 33.472967)))"
,1400000US04013422506,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,78402,-0.02,-1638,POINT (-111.76420801722567 33.3718478693514),POINT (-111.76484041710327 33.372385),"MULTIPOLYGON (((-111.773666 33.371823, -111.771376 33.375421, -111.771241 33.379064, -111.767005 33.379125, -111.758222 33.379123, -111.753956 33.379159, -111.754082 33.377175, -111.755901 33.374173, -111.756372 33.372947, -111.756375 33.36975, -111.756077 33.364708, -111.767517 33.364627, -111.771299 33.364595, -111.773322 33.364582, -111.773666 33.371823)))"
,1400000US04013422637,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,71683,0.01,662,POINT (-111.71442441880627 33.40033319927211),POINT (-111.71462976677304 33.400645499999996),"MULTIPOLYGON (((-111.719262 33.39745, -111.719239 33.399422, -111.719219 33.401522, -111.719155 33.408375, -111.713511 33.408397, -111.711484 33.406117, -111.710773 33.403663, -111.709817 33.399769, -111.709327 33.398485, -111.706395 33.393886, -111.715021 33.393841, -111.718621 33.393872, -111.719336 33.393853, -111.719262 33.39745)))"
,1400000US04013420505,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,80699,,,POINT (-111.82683586172362 33.44415348277739),POINT (-111.82686401051626 33.442166),"MULTIPOLYGON (((-111.831179 33.444164, -111.831161 33.44563, -111.831095 33.45147, -111.822416 33.451492, -111.822427 33.445634, -111.822592 33.440168, -111.82263 33.437835, -111.822647 33.436796, -111.831243 33.436787, -111.831179 33.444164)))"
,1400000US04013422624,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,42261,-0.01,-436,POINT (-111.72649728597375 33.411740719661),POINT (-111.72715123691884 33.4132435),"MULTIPOLYGON (((-111.736435 33.411864, -111.736395 33.415498, -111.727744 33.415529, -111.719959 33.415552, -111.719127 33.414623, -111.713511 33.408397, -111.719155 33.408375, -111.724632 33.408352, -111.727736 33.408338, -111.736433 33.408302, -111.736435 33.411864)))"
Tucson,1600000US0477000,Place,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,45227,0.04,1802,,,
,1400000US04013817600,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,99722,0.04,3523,POINT (-111.63333419744112 33.31014068392233),POINT (-111.609426746987 33.312738499999995),"MULTIPOLYGON (((-111.687428 33.350569, -111.68028 33.350528, -111.670581 33.350442, -111.66618 33.350402, -111.661825 33.350369, -111.653104 33.350302, -111.644027 33.350228, -111.635723 33.350164, -111.635578 33.33567, -111.635542 33.321428, -111.614659 33.32139, -111.608964 33.321335, -111.606386 33.321322, -111.600754 33.321841, -111.595463 33.321007, -111.592131 33.320855, -111.590307 33.320906, -111.583616 33.320871, -111.5834 33.307182, -111.583392 33.306297, -111.583099 33.292565, -111.583307 33.284768, -111.583226 33.278027, -111.583195 33.277383, -111.634871 33.277755, -111.668069 33.278045, -111.66941 33.278109, -111.669406 33.277896, -111.669634 33.277919, -111.686246 33.288326, -111.686385 33.28847, -111.686392 33.288682, -111.679049 33.288787, -111.672817 33.285615, -111.671505 33.285339, -111.669491 33.285293, -111.669498 33.292501, -111.63493 33.292248, -111.635484 33.318295, -111.639064 33.319139, -111.642085 33.321127, -111.66989 33.32145, -111.670098 33.32152, -111.671562 33.321737, -111.679871 33.321734, -111.680914 33.321534, -111.682932 33.320303, -111.68265 33.321336, -111.686925 33.321674, -111.687042 33.328436, -111.687057 33.329929, -111.687128 33.333779, -111.687162 33.336084, -111.68727 33.341906, -111.687296 33.343321, -111.687428 33.350569)))"
,1400000US04013422653,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,57417,,,POINT (-111.58934228892447 33.3972575177491),POINT (-111.58934021043865 33.398767),"MULTIPOLYGON (((-111.598046 33.407832, -111.593658 33.407834, -111.589331 33.407829, -111.587002 33.407828, -111.584206 33.407825, -111.580654 33.407809, -111.580654 33.401991, -111.580655 33.400602, -111.580647 33.396932, -111.58065 33.393343, -111.580654 33.3877, -111.580655 33.38668, -111.598036 33.386699, -111.598037 33.393307, -111.598022 33.404113, -111.598046 33.407832)))"
,1400000US04013422102,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,29924,-0.05,-1431,POINT (-111.86573624139014 33.40413515316679),POINT (-111.86571198764565 33.4037615),"MULTIPOLYGON (((-111.874558 33.404956, -111.874529 33.407586, -111.86815 33.407598, -111.865614 33.407601, -111.856709 33.407645, -111.85675 33.406471, -111.856845 33.403991, -111.856872 33.403532, -111.856899 33.402856, -111.856998 33.400346, -111.858774 33.400559, -111.859357 33.400772, -111.865793 33.400782, -111.869774 33.400773, -111.871093 33.400453, -111.874587 33.400322, -111.874558 33.404956)))"
,1400000US04013319404,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,77802,0.02,1330,POINT (-111.88668900321711 33.39435010974285),POINT (-111.88682452426958 33.3961475),"MULTIPOLYGON (((-111.891302 33.392978, -111.891294 33.401569, -111.891336 33.407474, -111.890319 33.407474, -111.88836 33.407522, -111.88621 33.402265, -111.884981 33.399974, -111.88458 33.399245, -111.88012 33.39305, -111.879796 33.387599, -111.880347 33.385961, -111.880669 33.385686, -111.881951 33.385686, -111.891337 33.385671, -111.891302 33.392978)))"
,1400000US04013420212,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,71118,0.03,1774,POINT (-111.69270793114131 33.4590880504426),POINT (-111.69272833012732 33.4590325),"MULTIPOLYGON (((-111.701258 33.466324, -111.692613 33.466324, -111.683938 33.466323, -111.684011 33.461247, -111.684018 33.460732, -111.684081 33.460368, -111.684094 33.459291, -111.684045 33.458774, -111.68413 33.451669, -111.686046 33.451867, -111.692823 33.451878, -111.701514 33.451872, -111.701258 33.466324)))"
