Place Name,Geo Id,Geography Type,Year,Year (Date),Variable Code,Variable Label,Field Name,Variable Concept,Annotation,Value,Percent Change,Difference,Centroid,Internal Point,Geometry
,1400000US04013422508,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,87083,0.28,18913,POINT (-111.78113738812279 33.37187491654198),POINT (-111.7818424156431 33.371747),"MULTIPOLYGON (((-111.790059 33.373674, -111.788411 33.377381, -111.788354 33.379012, -111.782575 33.379035, -111.771241 33.379064, -111.771376 33.375421, -111.773666 33.371823, -111.773322 33.364582, -111.782055 33.364511, -111.789826 33.364449, -111.789917 33.368025, -111.790021 33.371671, -111.790059 33.373674)))"
,1400000US04013421702,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,37104,0.14,4552,POINT (-111.77967884021321 33.41177824079636),POINT (-111.77967592823605 33.4126465),"MULTIPOLYGON (((-111.788237 33.415391, -111.784323 33.415402, -111.784059 33.415404, -111.782586 33.415408, -111.779364 33.415422, -111.777611 33.415428, -111.773861 33.415441, -111.771073 33.415453, -111.771105 33.409902, -111.771116 33.408166, -111.774196 33.408154, -111.77638 33.408144, -111.779816 33.408133, -111.783052 33.408127, -111.788305 33.408123, -111.788237 33.415391)))"
,1400000US04013422629,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,63482,0.08,4646,POINT (-111.59368176298257 33.411453822520414),POINT (-111.59366220101379 33.412068000000005),"MULTIPOLYGON (((-111.606729 33.40908, -111.606611 33.415097, -111.598023 33.415098, -111.59041 33.415095, -111.589318 33.415095, -111.580654 33.415056, -111.580654 33.407809, -111.584206 33.407825, -111.587002 33.407828, -111.589331 33.407829, -111.593658 33.407834, -111.598046 33.407832, -111.602353 33.407822, -111.606308 33.407823, -111.606715 33.407823, -111.606858 33.407823, -111.606729 33.40908)))"
,1400000US04013422307,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,63721,-0.05,-3004,POINT (-111.82621198304629 33.36546011241326),POINT (-111.8287407942511 33.359204000000005),"MULTIPOLYGON (((-111.842261 33.376548, -111.841741 33.377814, -111.84107 33.378791, -111.831648 33.378808, -111.824848 33.378853, -111.807262 33.378929, -111.807233 33.378929, -111.807181 33.371675, -111.80709 33.36434, -111.811404 33.364314, -111.824424 33.364236, -111.824427 33.357095, -111.824365 33.349772, -111.824341 33.345624, -111.824292 33.338858, -111.832926 33.338819, -111.832854 33.349753, -111.833071 33.357072, -111.83304 33.361329, -111.841829 33.361313, -111.841831 33.361497, -111.84185 33.364213, -111.842028 33.368654, -111.842307 33.376184, -111.842261 33.376548)))"
,1400000US04013420116,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,39132,0.13,4444,POINT (-111.59417900042887 33.41870310585139),POINT (-111.59419297410925 33.4191015),"MULTIPOLYGON (((-111.607729 33.42231, -111.597986 33.422319, -111.59365 33.422316, -111.591587 33.422314, -111.58932 33.422314, -111.580661 33.422331, -111.580664 33.421345, -111.580641 33.416858, -111.580654 33.415056, -111.589318 33.415095, -111.59041 33.415095, -111.598023 33.415098, -111.606611 33.415097, -111.607739 33.415097, -111.607729 33.42231)))"
,1400000US04013422651,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,92390,,,POINT (-111.6101472421922 33.37168549386364),POINT (-111.61015655381362 33.371916999999996),"MULTIPOLYGON (((-111.618934 33.379004, -111.615689 33.379004, -111.611038 33.378991, -111.601675 33.378923, -111.601651 33.378515, -111.601492 33.37218, -111.601487 33.371654, -111.601297 33.364403, -111.609939 33.364379, -111.618656 33.364463, -111.618818 33.371557, -111.618934 33.379004)))"
,1400000US04013422618,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,50156,-0.03,-1594,POINT (-111.66178442744783 33.3717760939613),POINT (-111.66218777052387 33.3724555),"MULTIPOLYGON (((-111.67089 33.372947, -111.670783 33.373607, -111.667985 33.37715, -111.667525 33.379269, -111.660794 33.379252, -111.65362 33.379213, -111.653481 33.371964, -111.653359 33.364814, -111.653368 33.364776, -111.660443 33.364815, -111.670693 33.364904, -111.670859 33.369827, -111.67089 33.372947)))"
,1400000US04013421303,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,50327,0.25,10171,POINT (-111.86873672149581 33.41831042044366),POINT (-111.86818047724 33.419069),"MULTIPOLYGON (((-111.884668 33.414811, -111.882078 33.417394, -111.878568 33.420048, -111.877226 33.422134, -111.874374 33.422134, -111.869883 33.422147, -111.865395 33.422151, -111.865305 33.422151, -111.856442 33.422159, -111.856516 33.41809, -111.85662 33.414915, -111.869995 33.414865, -111.874473 33.414861, -111.883039 33.414817, -111.884668 33.414811)))"
,1400000US04013421901,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,70007,0.32,17129,POINT (-111.8141850707502 33.39698375810746),POINT (-111.81417199306105 33.3983365),"MULTIPOLYGON (((-111.822947 33.400613, -111.814158 33.400602, -111.805386 33.400605, -111.805445 33.393372, -111.814187 33.39336, -111.820804 33.393341, -111.822935 33.393338, -111.822931 33.395215, -111.822932 33.396071, -111.822947 33.400613)))"
,1400000US04013815201,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,99256,,,POINT (-111.69440672108827 33.314684984336154),POINT (-111.69395155305953 33.317317),"MULTIPOLYGON (((-111.70405 33.32154, -111.699722 33.32159, -111.686925 33.321674, -111.68265 33.321336, -111.682932 33.320303, -111.685872 33.311582, -111.687493 33.307198, -111.68868 33.30715, -111.70386 33.307091, -111.703907 33.310646, -111.703904 33.314331, -111.70405 33.32154)))"
,1400000US04013421101,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,57441,0.09,4887,POINT (-111.84718428736525 33.4462165389906),POINT (-111.84819551856435 33.447565),"MULTIPOLYGON (((-111.85674 33.44824, -111.856351 33.45133, -111.850221 33.451364, -111.84823 33.452312, -111.848026 33.452438, -111.846876 33.454257, -111.846044 33.455017, -111.845953 33.4551, -111.843383 33.457234, -111.841303 33.460019, -111.839605 33.457074, -111.839655 33.455084, -111.839732 33.451447, -111.839807 33.444175, -111.839873 33.436777, -111.845932 33.437046, -111.849138 33.440336, -111.852931 33.43862, -111.854359 33.43658, -111.856198 33.435381, -111.856187 33.436715, -111.856315 33.442892, -111.856333 33.44398, -111.856498 33.44689, -111.85674 33.44824)))"
,1400000US04013420104,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,63750,0.09,5083,POINT (-111.65850892014744 33.429661818036635),POINT (-111.65852384800309 33.4298615),"MULTIPOLYGON (((-111.68441 33.428337, -111.684407 33.428713, -111.684395 33.430152, -111.684374 33.431825, -111.684376 33.432271, -111.68432 33.437157, -111.682508 33.43694, -111.668941 33.436911, -111.654309 33.436891, -111.651128 33.436891, -111.645625 33.43688, -111.642069 33.436883, -111.638746 33.436169, -111.632634 33.436856, -111.632644 33.43237, -111.632651 33.429571, -111.632647 33.425316, -111.632657 33.42417, -111.63266 33.42237, -111.636305 33.422378, -111.637 33.422381, -111.641346 33.422385, -111.650014 33.4224, -111.658708 33.422418, -111.667393 33.422438, -111.670576 33.422437, -111.682378 33.422933, -111.68447 33.422933, -111.68441 33.428337)))"
,1400000US04013422308,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,90820,0.03,2249,POINT (-111.79837437210674 33.37179614680783),POINT (-111.79861410140882 33.3726745),"MULTIPOLYGON (((-111.807233 33.378929, -111.788354 33.379012, -111.788411 33.377381, -111.790059 33.373674, -111.790021 33.371671, -111.789917 33.368025, -111.789826 33.364449, -111.790849 33.36444, -111.798454 33.364399, -111.80709 33.36434, -111.807181 33.371675, -111.807233 33.378929)))"
Mesa,1600000US0446000,Place,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,61640,0.06,3459,,,
,1400000US04013420111,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,65147,0.04,2566,POINT (-111.62398396956398 33.42960216764121),POINT (-111.62397919896836 33.4309705),"MULTIPOLYGON (((-111.632657 33.42417, -111.632647 33.425316, -111.632651 33.429571, -111.632644 33.43237, -111.632634 33.436856, -111.623953 33.436836, -111.615307 33.43683, -111.615306 33.433196, -111.615314 33.429561, -111.615347 33.425973, -111.615322 33.422347, -111.615445 33.422348, -111.623974 33.422365, -111.630978 33.42237, -111.631497 33.42237, -111.63266 33.42237, -111.632657 33.42417)))"
,1400000US04013420214,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,48343,0.19,7706,POINT (-111.7017772742319 33.41923641809929),POINT (-111.70180277714763 33.419069),"MULTIPOLYGON (((-111.719103 33.419264, -111.719082 33.422796, -111.710473 33.422812, -111.701832 33.422829, -111.693147 33.422925, -111.688819 33.422928, -111.687251 33.422935, -111.68447 33.422933, -111.684491 33.420692, -111.684503 33.418874, -111.684505 33.417887, -111.684504 33.417129, -111.684505 33.416888, -111.684516 33.415675, -111.685967 33.415664, -111.693187 33.415644, -111.695379 33.415642, -111.701747 33.415616, -111.702758 33.415611, -111.705187 33.415604, -111.710509 33.41558, -111.71484 33.415571, -111.717497 33.415565, -111.719119 33.415556, -111.719103 33.419264)))"
,1400000US04013421501,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,36788,-0.02,-630,POINT (-111.8141497134122 33.41147978155368),POINT (-111.81414233131126 33.411429999999996),"MULTIPOLYGON (((-111.822965 33.41133, -111.822943 33.415079, -111.818479 33.41509, -111.817141 33.415098, -111.814091 33.415114, -111.805303 33.415179, -111.80532 33.41245, -111.80532 33.41153, -111.805329 33.407922, -111.814132 33.407836, -111.818551 33.407798, -111.822964 33.407774, -111.822971 33.408794, -111.822965 33.41133)))"
,1400000US04013420902,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,65943,0.26,13597,POINT (-111.81416430353129 33.42609118083946),POINT (-111.81404037044817 33.426236),"MULTIPOLYGON (((-111.822802 33.425992, -111.822791 33.426706, -111.82274 33.429994, -111.815474 33.430042, -111.814009 33.429654, -111.813108 33.429555, -111.805274 33.429656, -111.805285 33.426443, -111.80528 33.426029, -111.805278 33.422416, -111.814063 33.422381, -111.822872 33.422376, -111.822802 33.425992)))"
,1400000US04013422514,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,68672,0.02,1146,POINT (-111.74562108697616 33.38671185327444),POINT (-111.7452292912603 33.3890635),"MULTIPOLYGON (((-111.753885 33.386327, -111.753817 33.391776, -111.753797 33.393714, -111.750795 33.393723, -111.739982 33.393754, -111.736524 33.393769, -111.736656 33.386351, -111.737027 33.384909, -111.739512 33.381065, -111.73967 33.379216, -111.753956 33.379159, -111.753885 33.386327)))"
,1400000US04013420108,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,173924,0.27,37424,POINT (-111.64033093356154 33.479613996128535),POINT (-111.63989159260518 33.478378500000005),"MULTIPOLYGON (((-111.667146 33.473499, -111.658557 33.47347, -111.657448 33.477045, -111.657534 33.477321, -111.657369 33.478009, -111.65745 33.478888, -111.656368 33.478882, -111.656365 33.477041, -111.654212 33.477063, -111.654204 33.478897, -111.649878 33.47882, -111.649821 33.487459, -111.651053 33.488782, -111.649926 33.495157, -111.640411 33.495268, -111.632581 33.494993, -111.617226 33.494826, -111.619766 33.488996, -111.623333 33.48216, -111.625421 33.478748, -111.629494 33.469096, -111.630399 33.466064, -111.631686 33.461981, -111.632766 33.462182, -111.635286 33.462719, -111.636851 33.463557, -111.638806 33.465331, -111.640461 33.466015, -111.645534 33.46615, -111.649858 33.466161, -111.667179 33.466239, -111.667146 33.473499)))"
,1400000US04013420207,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,128529,0.16,17748,POINT (-111.69229224361975 33.49014577142341),POINT (-111.6918687538411 33.490369),"MULTIPOLYGON (((-111.702312 33.484276, -111.700311 33.487524, -111.700743 33.489663, -111.699392 33.490704, -111.699735 33.492161, -111.698716 33.49475, -111.701805 33.497749, -111.701254 33.497745, -111.701279 33.499679, -111.684037 33.499889, -111.683907 33.495348, -111.683911 33.490034, -111.683886 33.480814, -111.70125 33.480826, -111.701502 33.481893, -111.702312 33.484276)))"
,1400000US04013422617,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,95723,0.06,5723,POINT (-111.6788600771788 33.37239812527953),POINT (-111.67932093759302 33.371387),"MULTIPOLYGON (((-111.687922 33.379385, -111.682931 33.379381, -111.680817 33.379375, -111.66809 33.379255, -111.667525 33.379269, -111.667985 33.37715, -111.670783 33.373607, -111.67089 33.372947, -111.670859 33.369827, -111.670693 33.364904, -111.687671 33.365018, -111.68771 33.368358, -111.68785 33.375749, -111.687922 33.379385)))"
,1400000US04013420206,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,46149,-0.02,-1010,POINT (-111.71737774439748 33.47332461175506),POINT (-111.71850645957252 33.4781055),"MULTIPOLYGON (((-111.735908 33.466367, -111.735757 33.481128, -111.735677 33.482753, -111.735213 33.485341, -111.73133 33.488123, -111.728141 33.486173, -111.726804 33.487352, -111.725898 33.489185, -111.724045 33.490377, -111.723152 33.493451, -111.720064 33.494225, -111.719829 33.496423, -111.717854 33.497757, -111.716815 33.498012, -111.714845 33.49974, -111.712622 33.499702, -111.712657 33.497945, -111.701805 33.497749, -111.698716 33.49475, -111.699735 33.492161, -111.699392 33.490704, -111.700743 33.489663, -111.700311 33.487524, -111.702312 33.484276, -111.701502 33.481893, -111.70125 33.480826, -111.7012 33.475385, -111.701258 33.466324, -111.701514 33.451872, -111.706089 33.451879, -111.710157 33.451863, -111.711989 33.45186, -111.716299 33.451855, -111.718795 33.451853, -111.731727 33.451839, -111.736033 33.451833, -111.735908 33.466367)))"
,1400000US04013422225,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",,,,POINT (-111.86920906241855 33.38941301426985),POINT (-111.86920396355289 33.390494000000004),"MULTIPOLYGON (((-111.87462 33.393076, -111.870173 33.393085, -111.863737 33.393098, -111.863809 33.387912, -111.863805 33.385734, -111.874662 33.385736, -111.87462 33.393076)))"
Tempe,1600000US0473000,Place,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,61290,0.06,3296,,,
,1400000US04013319906,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,119737,0.16,16461,POINT (-111.90276662094516 33.35651880621413),POINT (-111.90284296450167 33.3551025),"MULTIPOLYGON (((-111.911226 33.363754, -111.902602 33.363794, -111.894591 33.363836, -111.89407 33.363844, -111.894544 33.356735, -111.894457 33.353644, -111.893924 33.349355, -111.911171 33.349131, -111.911192 33.356561, -111.911192 33.35669, -111.911226 33.363754)))"
,1400000US04013422655,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,75961,,,POINT (-111.64453229671552 33.35748375217923),POINT (-111.64452992917123 33.3574785),"MULTIPOLYGON (((-111.653359 33.364814, -111.644204 33.364715, -111.635925 33.364655, -111.635723 33.350164, -111.644027 33.350228, -111.653104 33.350302, -111.653368 33.364776, -111.653359 33.364814)))"
,1400000US04013422648,Tract,2020,2020,S1901_C01_012E,Households - Median income (dollars),Median income (dollars),Income in the Past 12 Months (In 2020 Inflation-Adjusted Dollars),,138309,,,POINT (-111.59657511674952 33.335608504875715),POINT (-111.59657810100146 33.3353885),"MULTIPOLYGON (((-111.601167 33.349936, -111.592376 33.349846, -111.592334 33.342629, -111.592246 33.335416, -111.592206 33.32811, -111.592131 33.320855, -111.595463 33.321007, -111.600754 33.321841, -111.600873 33.332183, -111.60091 33.335361, -111.600911 33.335439, -111.601167 33.349936)))"
